index,address,path,reference_file,object_id,object_source,classification,symbol_count,procedure_count
127,0x00125000,C:/KS/SRC/anim.h,KS/SRC/anim.h,game/files_anim,C:/KS/SRC/files_anim.cpp,eligible,28,10
128,0x00125170,C:/KS/SRC/anim_maker.h,KS/SRC/anim_maker.h,game/files_anim,C:/KS/SRC/files_anim.cpp,eligible,5,1
129,0x001251B0,C:/KS/SRC/anim.h,KS/SRC/anim.h,game/files_anim,C:/KS/SRC/files_anim.cpp,eligible,134,26
130,0x00125F80,C:/KS/SRC/widget.h,KS/SRC/widget.h,game/files_anim,C:/KS/SRC/files_anim.cpp,eligible,6,2
131,0x00121D48,C:/KS/SRC/files_entity.cpp,KS/SRC/files_entity.cpp,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,22,0
132,0x00121D48,C:/KS/SRC/time_interface.cpp,KS/SRC/time_interface.cpp,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,52,2
133,0x00121FE8,C:/KS/SRC/hard_attrib_interface.cpp,KS/SRC/hard_attrib_interface.cpp,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,6,1
134,0x001220D8,C:/KS/SRC/link_interface.cpp,KS/SRC/link_interface.cpp,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,58,8
135,0x00122B58,C:/KS/SRC/owner_interface.cpp,KS/SRC/owner_interface.cpp,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,37,2
136,0x00122BA0,C:/KS/SRC/physical_interface.cpp,KS/SRC/physical_interface.cpp,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,500,22
137,0x00128BF8,C:/KS/SRC/render_interface.cpp,KS/SRC/render_interface.cpp,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,5,1
138,0x00128C18,C:/KS/SRC/skeleton_interface.cpp,KS/SRC/skeleton_interface.cpp,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,4,1
139,0x00128C50,C:/KS/SRC/slave_interface.cpp,KS/SRC/slave_interface.cpp,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,13,2
140,0x00128CE8,C:/KS/SRC/bone.cpp,KS/SRC/bone.cpp,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,37,4
141,0x001291C0,C:/KS/SRC/entity.cpp,KS/SRC/entity.cpp,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,2586,259
142,0x0013D7B0,C:/KS/SRC/polytube.cpp,KS/SRC/polytube.cpp,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,70,11
143,0x0013E8F0,C:/KS/SRC/animation_interface.cpp,KS/SRC/animation_interface.cpp,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,428,13
144,0x001427A0,C:/KS/SRC/script_data_interface.cpp,KS/SRC/script_data_interface.cpp,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,241,8
145,0x001437E0,C:/usr/local/sce/ee/gcc/include/g++-2/stl_algobase.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,19,2
146,0x001438A8,C:/usr/local/sce/ee/gcc/include/g++-2/stl_alloc.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,6,1
147,0x00143950,C:/KS/SRC/custom_stl.h,KS/SRC/custom_stl.h,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,15,2
148,0x00143B18,C:/usr/local/sce/ee/gcc/include/g++-2/stl_uninitialized.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,7,1
149,0x00143B78,C:/usr/local/sce/ee/gcc/include/g++-2/stl_algobase.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,6,1
150,0x00143BD8,C:/usr/local/sce/ee/gcc/include/g++-2/stl_uninitialized.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,7,1
151,0x00143C38,C:/usr/local/sce/ee/gcc/include/g++-2/stl_vector.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,37,2
152,0x001441C8,C:/usr/local/sce/ee/gcc/include/g++-2/stl_tree.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,72,5
153,0x00144878,C:/usr/local/sce/ee/gcc/include/g++-2/stl_list.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,6,1
154,0x001448C0,C:/usr/local/sce/ee/gcc/include/g++-2/stl_tree.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,6,1
155,0x00144948,C:/usr/local/sce/ee/gcc/include/g++-2/stl_list.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,14,3
156,0x00144A70,C:/usr/local/sce/ee/gcc/include/g++-2/stl_tree.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,6,1
157,0x00144AF0,C:/usr/local/sce/ee/gcc/include/g++-2/stl_uninitialized.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,12,2
158,0x00144B88,C:/usr/local/sce/ee/gcc/include/g++-2/stl_algobase.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,6,1
159,0x00144BD8,C:/usr/local/sce/ee/gcc/include/g++-2/stl_uninitialized.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,7,1
160,0x00144C30,C:/usr/local/sce/ee/gcc/include/g++-2/stl_vector.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,19,1
161,0x00144FC8,C:/usr/local/sce/ee/gcc/include/g++-2/stl_algobase.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,6,1
162,0x00144FF8,C:/usr/local/sce/ee/gcc/include/g++-2/stl_uninitialized.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,7,1
163,0x00145028,C:/usr/local/sce/ee/gcc/include/g++-2/stl_vector.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,19,1
164,0x00145338,C:/usr/local/sce/ee/gcc/include/g++-2/stl_tree.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,78,2
165,0x001459B8,C:/usr/local/sce/ee/gcc/include/g++-2/stl_uninitialized.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,7,1
166,0x00145A18,C:/usr/local/sce/ee/gcc/include/g++-2/stl_algobase.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,6,1
167,0x00145A60,C:/usr/local/sce/ee/gcc/include/g++-2/stl_uninitialized.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,7,1
168,0x00145AB0,C:/usr/local/sce/ee/gcc/include/g++-2/stl_vector.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,19,1
169,0x00145DE8,C:/usr/local/sce/ee/gcc/include/g++-2/stl_uninitialized.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,7,1
170,0x00145E20,C:/usr/local/sce/ee/gcc/include/g++-2/stl_vector.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,19,1
171,0x00146080,C:/usr/local/sce/ee/gcc/include/g++-2/stl_tree.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,21,1
172,0x001461E8,C:/usr/local/sce/ee/gcc/include/g++-2/stl_list.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,11,2
173,0x001462B0,C:/usr/local/sce/ee/gcc/include/g++-2/stl_uninitialized.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,17,3
174,0x001463D0,C:/usr/local/sce/ee/gcc/include/g++-2/stl_vector.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,15,1
175,0x001465D8,C:/usr/local/sce/ee/gcc/include/g++-2/stl_uninitialized.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,7,1
176,0x00146610,C:/usr/local/sce/ee/gcc/include/g++-2/stl_algobase.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,6,1
177,0x00146640,C:/usr/local/sce/ee/gcc/include/g++-2/stl_uninitialized.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,7,1
178,0x00146670,C:/usr/local/sce/ee/gcc/include/g++-2/stl_vector.h,,game/files_entity,C:/KS/SRC/files_entity.cpp,eligible,36,2
